host,url,Size sent to host [KB]
api.mapbox.com,"https://api.mapbox.com/v4/mapbox.mapbox-streets-v7,mapbox.92olaqdt,mapbox.mapbox-terrain-v2,mapbox.9tm8dx88,mapbox.4suez6c9,mapbox.akwnx50w,mapbox.8x70v9py,mapbox.b1l3wqbs,mapbox.cc9j0p61,mapbox.d4advw8k.json",0.7607421875
api.mapbox.com,"https://api.mapbox.com/fonts/v1/cloudflaremaps/Old%20Standard%20TT%20Italic,Arial%20Unicode%20MS%20Regular/0-255.pbf",0.6513671875
api.mapbox.com,"https://api.mapbox.com/fonts/v1/cloudflaremaps/Roboto%20Medium%20Italic,Arial%20Unicode%20MS%20Regular/0-255.pbf",0.6474609375
api.mapbox.com,"https://api.mapbox.com/fonts/v1/cloudflaremaps/Roboto%20Mono%20Regular,Arial%20Unicode%20MS%20Regular/0-255.pbf",0.646484375
api.mapbox.com,"https://api.mapbox.com/fonts/v1/cloudflaremaps/Roboto%20Mono%20Thin,Arial%20Unicode%20MS%20Regular/256-511.pbf",0.6455078125
api.mapbox.com,"https://api.mapbox.com/fonts/v1/cloudflaremaps/Roboto%20Mono%20Thin,Arial%20Unicode%20MS%20Regular/512-767.pbf",0.6455078125
api.mapbox.com,"https://api.mapbox.com/fonts/v1/cloudflaremaps/Roboto%20Mono%20Light,Arial%20Unicode%20MS%20Regular/0-255.pbf",0.64453125
api.mapbox.com,"https://api.mapbox.com/fonts/v1/cloudflaremaps/Roboto%20Mono%20Thin,Arial%20Unicode%20MS%20Regular/0-255.pbf",0.6435546875
api.mapbox.com,"https://api.mapbox.com/fonts/v1/cloudflaremaps/Roboto%20Mono%20Light,Arial%20Unicode%20MS%20Bold/0-255.pbf",0.6416015625
api.mapbox.com,https://api.mapbox.com/styles/v1/cloudflaremaps/cjrtpcmyt023q1fqjupfkwken/sprite.json,0.6337890625
api.mapbox.com,https://api.mapbox.com/styles/v1/cloudflaremaps/cjrtpcmyt023q1fqjupfkwken,0.6220703125
api.mapbox.com,https://api.mapbox.com/styles/v1/cloudflaremaps/cjrtpcmyt023q1fqjupfkwken/sprite.png,0.6201171875
api.mapbox.com,https://api.mapbox.com/mapbox.js/v2.4.0/images/icons-000000@2x.png,0.51953125
api.mapbox.com,"https://api.mapbox.com/v4/mapbox.mapbox-streets-v7,mapbox.92olaqdt,mapbox.mapbox-terrain-v2,mapbox.9tm8dx88,mapbox.4suez6c9,mapbox.akwnx50w,mapbox.8x70v9py,mapbox.b1l3wqbs,mapbox.cc9j0p61,mapbox.d4advw8k/1/0/0.vector.pbf",-0.0009765625
api.mapbox.com,"https://api.mapbox.com/v4/mapbox.mapbox-streets-v7,mapbox.92olaqdt,mapbox.mapbox-terrain-v2,mapbox.9tm8dx88,mapbox.4suez6c9,mapbox.akwnx50w,mapbox.8x70v9py,mapbox.b1l3wqbs,mapbox.cc9j0p61,mapbox.d4advw8k/1/0/1.vector.pbf",-0.0009765625
api.mapbox.com,"https://api.mapbox.com/v4/mapbox.mapbox-streets-v7,mapbox.92olaqdt,mapbox.mapbox-terrain-v2,mapbox.9tm8dx88,mapbox.4suez6c9,mapbox.akwnx50w,mapbox.8x70v9py,mapbox.b1l3wqbs,mapbox.cc9j0p61,mapbox.d4advw8k/1/1/0.vector.pbf",-0.0009765625
api.mapbox.com,"https://api.mapbox.com/v4/mapbox.mapbox-streets-v7,mapbox.92olaqdt,mapbox.mapbox-terrain-v2,mapbox.9tm8dx88,mapbox.4suez6c9,mapbox.akwnx50w,mapbox.8x70v9py,mapbox.b1l3wqbs,mapbox.cc9j0p61,mapbox.d4advw8k/1/1/1.vector.pbf",-0.0009765625
api.mapbox.com,"https://api.mapbox.com/v4/mapbox.mapbox-streets-v7,mapbox.92olaqdt,mapbox.mapbox-terrain-v2,mapbox.9tm8dx88,mapbox.4suez6c9,mapbox.akwnx50w,mapbox.8x70v9py,mapbox.b1l3wqbs,mapbox.cc9j0p61,mapbox.d4advw8k/2/1/1.vector.pbf",-0.0009765625
api.mapbox.com,"https://api.mapbox.com/v4/mapbox.mapbox-streets-v7,mapbox.92olaqdt,mapbox.mapbox-terrain-v2,mapbox.9tm8dx88,mapbox.4suez6c9,mapbox.akwnx50w,mapbox.8x70v9py,mapbox.b1l3wqbs,mapbox.cc9j0p61,mapbox.d4advw8k/2/2/1.vector.pbf",-0.0009765625
api.mapbox.com,"https://api.mapbox.com/v4/mapbox.mapbox-streets-v7,mapbox.92olaqdt,mapbox.mapbox-terrain-v2,mapbox.9tm8dx88,mapbox.4suez6c9,mapbox.akwnx50w,mapbox.8x70v9py,mapbox.b1l3wqbs,mapbox.cc9j0p61,mapbox.d4advw8k/3/3/2.vector.pbf",-0.0009765625
api.mapbox.com,"https://api.mapbox.com/v4/mapbox.mapbox-streets-v7,mapbox.92olaqdt,mapbox.mapbox-terrain-v2,mapbox.9tm8dx88,mapbox.4suez6c9,mapbox.akwnx50w,mapbox.8x70v9py,mapbox.b1l3wqbs,mapbox.cc9j0p61,mapbox.d4advw8k/3/4/2.vector.pbf",-0.0009765625
api.mapbox.com,"https://api.mapbox.com/v4/mapbox.mapbox-streets-v7,mapbox.92olaqdt,mapbox.mapbox-terrain-v2,mapbox.9tm8dx88,mapbox.4suez6c9,mapbox.akwnx50w,mapbox.8x70v9py,mapbox.b1l3wqbs,mapbox.cc9j0p61,mapbox.d4advw8k/4/7/5.vector.pbf",-0.0009765625
api.mapbox.com,"https://api.mapbox.com/v4/mapbox.mapbox-streets-v7,mapbox.92olaqdt,mapbox.mapbox-terrain-v2,mapbox.9tm8dx88,mapbox.4suez6c9,mapbox.akwnx50w,mapbox.8x70v9py,mapbox.b1l3wqbs,mapbox.cc9j0p61,mapbox.d4advw8k/4/8/5.vector.pbf",-0.0009765625
api.mapbox.com,"https://api.mapbox.com/v4/mapbox.mapbox-streets-v7,mapbox.92olaqdt,mapbox.mapbox-terrain-v2,mapbox.9tm8dx88,mapbox.4suez6c9,mapbox.akwnx50w,mapbox.8x70v9py,mapbox.b1l3wqbs,mapbox.cc9j0p61,mapbox.d4advw8k/5/15/10.vector.pbf",-0.0009765625
api.mapbox.com,"https://api.mapbox.com/v4/mapbox.mapbox-streets-v7,mapbox.92olaqdt,mapbox.mapbox-terrain-v2,mapbox.9tm8dx88,mapbox.4suez6c9,mapbox.akwnx50w,mapbox.8x70v9py,mapbox.b1l3wqbs,mapbox.cc9j0p61,mapbox.d4advw8k/5/16/10.vector.pbf",-0.0009765625
